,taz,TAZ_X,TAZ_Y
5346,800075,-122.8391956,38.07376464
5011,700170,-122.8726,38.48562498
4876,700039,-122.9952834,38.78579469
4240,400490,-122.1609945,38.01646883
1234,200007,-121.9954163,37.22057353
4938,700092,-122.6857652,38.40616296
3143,300634,-121.901085,37.53107811
4611,500197,-122.1734198,38.17016931
5057,700205,-122.8858646,38.39924363
5030,700183,-122.892794,38.36617913
2062,200743,-122.0292571,37.23837341
3751,400063,-122.1845326,37.8561761
5369,800093,-122.579427,38.06379071
4916,700073,-122.4683732,38.34054393
1525,200255,-121.9476062,37.20825176
3878,400174,-122.3947861,37.94470199
5175,700303,-122.8100435,38.46344781
2088,200768,-122.0778913,37.43101982
5008,700167,-122.9770051,38.52815773
4072,400335,-121.9685455,37.86555988
4849,700013,-122.666065,38.20690666
5194,700320,-122.8058781,38.50368164
5014,700172,-122.9702591,38.42641499
5104,700242,-122.6252922,38.40897546
5036,700186,-122.7665926,38.33063645
5111,700247,-122.9357822,38.49068913
3192,300678,-122.0329253,37.50468825
4160,400419,-121.8754038,37.98046388
3707,400025,-122.216667,37.88388067
3704,400024,-122.1594465,37.82971538
3681,400006,-122.0961444,38.02467121
4619,500204,-122.0686392,38.22303293
3993,400276,-122.0915878,37.81682118
5358,800082,-122.6460318,38.0110622
5157,700291,-122.7905811,38.47950475
5113,700248,-122.9167441,38.4618318
5070,700213,-122.4503165,38.32907157
2937,300438,-121.9619161,37.58601872
4835,600107,-122.2834595,38.18386815
4592,500182,-122.12928,38.2577735
1556,200277,-121.7913966,37.37749515
3660,301121,-121.9056898,37.58079729
4609,500196,-121.9406799,38.25993661
5067,700211,-122.4240111,38.31394225
2303,200980,-121.762189,37.34873055
3739,400054,-121.9760586,37.74134483
5117,700251,-122.5733522,38.4078347
1607,200316,-121.8446195,37.18273646
4874,700037,-123.0330174,38.83526021
4333,400566,-122.2256524,38.02457052
3764,400074,-121.881149,37.77332297
1190,100432,-122.224865,37.35763412
5204,700332,-122.8258135,38.58237219
1127,100365,-122.4725036,37.52962989
3900,400196,-121.6671725,37.98855091
3785,400091,-121.9251195,37.9881253
4668,500256,-122.1861182,38.13491194
1593,200306,-121.7382388,37.30902883
5081,700225,-122.6492267,38.37472609
3833,400136,-121.8002619,37.93977353
5291,800031,-122.6447256,37.91317654
1514,200248,-121.8689685,37.46049034
1719,200419,-121.5969521,37.09217959
3786,400092,-121.6634539,37.95010101
4918,700075,-122.6204397,38.431818
4606,500195,-122.1865918,38.28002269
5065,700210,-122.4196644,38.27443034
3430,300906,-121.9158637,37.62861522
5127,700261,-122.6310339,38.48886733
4416,500001,-121.9132963,38.37651929
4687,500274,-122.0070695,38.44025748
1981,200658,-121.5785776,37.05841563
5191,700318,-122.7423182,38.53166954
1405,200152,-121.7681155,37.25680236
4530,500122,-122.100701,38.09695665
4813,600090,-122.2770556,38.22127548
1341,200101,-121.5855037,36.97416818
4686,500273,-121.9984095,38.40764508
4506,500096,-122.0925297,38.30121622
1528,200256,-122.0102604,37.1843388
5025,700181,-122.8159079,38.33208441
4527,500119,-121.957804,38.28999609
3989,400274,-122.1256775,37.93241878
1320,200081,-121.6322986,37.06491078
5246,700375,-122.7685467,38.38548143
4886,700048,-122.7293773,38.26544756
5085,700229,-122.5314292,38.28537499
2684,300209,-122.0120358,37.7299699
3853,400152,-122.0250051,37.80248193
4756,600044,-122.3942385,38.40620699
1099,100338,-122.210264,37.51182035
1545,200270,-121.8016743,37.18781397
4707,600003,-122.2223704,38.32554318
4840,700005,-123.4808539,38.74204336
5289,800030,-122.7002671,37.92940179
2650,300180,-121.9570632,37.48726151
4593,500183,-122.152017,38.2832909
3920,400215,-121.9797619,37.99483558
4417,500002,-121.936905,38.41163224
4702,500287,-122.135316,38.14769834
5022,700179,-123.0488654,38.50213711
5315,800051,-122.5484569,38.14203405
4532,500123,-122.1302568,38.1007843
2645,300178,-121.9808414,37.61614716
5420,800137,-122.5239892,37.84511347
2967,300463,-121.7496408,37.64293157
5034,700185,-122.8489786,38.52790757
5128,700262,-122.6870021,38.518968
3799,400104,-121.740389,37.89571025
5087,700231,-122.528411,38.32188679
4877,700040,-123.0459304,38.78341084
998,100244,-122.2916759,37.42661346
4241,400491,-122.0410456,38.03399628
5004,700163,-122.6249887,38.34065106
5320,800054,-122.6568586,38.1218651
5422,800138,-122.5864215,37.89500897
5016,700173,-122.9410877,38.38362428
5007,700165,-122.9204115,38.52293242
2651,300181,-121.9396029,37.66785692
4740,600027,-122.2286594,38.38311794
5167,700297,-122.9489988,38.72993983
1937,200617,-121.5587413,37.09810209
4821,600096,-122.3386627,38.37012101
4594,500184,-122.180265,38.21588125
4415,400641,-121.6295283,37.87591446
4720,600013,-122.5771055,38.56622579
4757,600045,-122.3961549,38.45819208
3901,400197,-121.602401,37.94519515
3929,400221,-122.1849069,37.98999047
5209,700338,-122.9120245,38.62788734
5089,700233,-122.5725315,38.37396436
5009,700168,-123.0221795,38.53955684
4692,500279,-122.3093638,38.12366937
1013,100255,-122.2677534,37.32616087
4884,700047,-122.7243173,38.22947252
4565,500157,-122.1018163,38.21505207
2922,300428,-121.7716245,37.73563635
2699,300217,-121.9747575,37.64648232
5042,700193,-122.9821772,38.32921855
5468,800181,-122.6284929,38.15808561
1522,200253,-121.5388248,36.98794746
1160,100394,-122.3925051,37.42161179
3581,301049,-122.061095,37.51519497
2755,300269,-122.1235591,37.61213641
5236,700367,-122.8167641,38.62136794
5027,700182,-122.8728995,38.32854723
4839,700003,-122.9865736,38.45853028
1006,100250,-122.3473156,37.46615822
2925,300430,-121.697447,37.7328802
1993,200670,-121.4963653,37.0301195
3779,400086,-121.6184248,37.8265935
4408,400638,-121.6928994,37.83690907
5040,700192,-123.0091149,38.37121449
5160,700292,-122.5604211,38.46345583
5093,700234,-122.5018457,38.39839887
4688,500275,-121.9701007,38.48159373
1946,200626,-121.9860009,37.43838433
4715,600010,-122.1912612,38.4836059
1233,200006,-121.7258128,37.17624626
5063,700209,-122.4734299,38.22050652
4732,600023,-122.3353436,38.20364179
4829,600102,-122.479325,38.60202783
5230,700359,-122.7361251,38.57926852
4887,700049,-122.7808432,38.28833397
4411,400639,-121.8294067,37.86123503
4009,400284,-121.9253608,37.89177858
4278,400522,-122.2065191,37.94052162
4787,600070,-122.228882,38.23256563
5293,800034,-122.6384022,37.96337896
4739,600026,-122.2920566,38.39656617
5165,700295,-122.8795081,38.68825292
5124,700259,-122.6226251,38.53334545
2686,300210,-122.0809558,37.76698181
5048,700198,-123.0590652,38.41509804
4842,700007,-123.1264479,38.49619348
5062,700208,-122.4037478,38.20053189
3677,400002,-121.8472894,37.931107
1118,100353,-122.4147419,37.53603994
1128,100368,-122.3659403,37.20678938
5354,800079,-122.6781978,38.07118629
4783,600068,-122.2855315,38.46205902
5210,700339,-122.9397685,38.57246636
1842,200532,-121.7561403,37.11771454
4793,600076,-122.3889574,38.32907514
4759,600046,-122.4838732,38.47716107
5208,700337,-122.9888958,38.65103536
5352,800078,-122.9199041,38.27209431
4711,600006,-122.3871984,38.53342305
4262,400507,-121.6281189,38.03729432
5049,700199,-123.3055133,38.58395419
1603,200315,-121.9036128,37.15520633
1382,200134,-122.1207317,37.29836768
1136,100373,-122.3406491,37.35499057
3861,400158,-121.7940032,37.80245216
5462,800176,-122.9324388,38.09068147
4684,500272,-122.0670168,38.42463902
4700,500286,-121.8627127,38.24625665
4718,600012,-122.5460848,38.6415915
5344,800074,-122.7729269,38.00890955
4875,700038,-123.1118981,38.78165992
4823,600097,-122.1427107,38.38251378
1768,200465,-121.6791709,37.01062918
4913,700072,-122.5453435,38.21905644
4647,500232,-121.8128385,38.49278564
5164,700294,-122.7147581,38.66511883
4680,500268,-121.8087259,38.13234143
4631,500214,-121.9757898,38.15659781
1011,100254,-122.2604456,37.25401751
4679,500267,-121.7069934,38.24606793
2984,300478,-121.8006963,37.55324405
4646,500231,-121.7920917,38.3756408
5356,800080,-122.8035821,38.17031503
5166,700296,-122.866091,38.784335
3203,300687,-121.6222915,37.62627808
4717,600011,-122.3036502,38.66208799
4841,700006,-123.2253786,38.67382941
2148,200825,-121.515897,37.23982911
